record_id,road_id,road_name,segment_name,area,road_class,segment_length_km,center_lat,center_lon,distance_from_aust_km,day_of_week,day_type,hour,time_slot,weather_condition,congestion_index_0_100,traffic_level,db_traffic_level,avg_speed_car_kph,avg_speed_motorbike_kph,avg_speed_rickshaw_kph,avg_speed_bus_kph,avg_speed_walk_kph,travel_min_per_km_car,travel_min_per_km_motorbike,travel_min_per_km_rickshaw,travel_min_per_km_bus,travel_min_per_km_walk,bus_available,expected_bus_wait_min,road_condition_score_0_100,synthetic_hazard_probability,data_status,notes
T0025390,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Monday,Weekday,21,21:00,Clear,85,Severe,SEVERE,7.2,17.5,8.2,5.0,4.7,8.296,3.433,7.339,12.024,12.766,1,12.6,85,0.185,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025391,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Monday,Weekday,22,22:00,Clear,63,Heavy,HEAVY,13.1,20.7,9.2,9.1,4.7,4.571,2.896,6.547,6.625,12.766,1,10.8,91,0.119,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025392,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Monday,Weekday,23,23:00,Clear,58,Moderate,HEAVY,14.5,21.5,9.4,10.0,4.7,4.148,2.797,6.39,6.012,12.766,1,19.2,98,0.134,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025393,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,0,00:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,16.8,83,0.076,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025394,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,1,01:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,16.4,91,0.073,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025395,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,2,02:00,Rain,41,Moderate,MODERATE,19.0,24.0,10.2,13.1,4.7,3.155,2.504,5.908,4.572,12.766,1,17.1,87,0.135,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025396,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,3,03:00,Clear,28,Light,LOW,22.5,25.9,10.7,15.5,4.7,2.667,2.319,5.587,3.865,12.766,1,18.0,85,0.077,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025397,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,4,04:00,Clear,29,Light,LOW,22.2,25.7,10.7,15.3,4.7,2.699,2.332,5.61,3.911,12.766,1,17.1,80,0.065,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025398,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,5,05:00,Clear,33,Light,MODERATE,21.2,25.1,10.5,14.6,4.7,2.835,2.387,5.706,4.109,12.766,1,17.8,88,0.072,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025399,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,6,06:00,Clear,54,Moderate,MODERATE,15.5,22.0,9.6,10.7,4.7,3.862,2.722,6.27,5.597,12.766,1,11.5,85,0.117,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025400,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,7,07:00,Clear,61,Heavy,HEAVY,13.7,21.0,9.3,9.4,4.7,4.392,2.855,6.483,6.365,12.766,1,10.5,86,0.115,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025401,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,8,08:00,Clear,78,Heavy,HEAVY,9.1,18.5,8.5,6.3,4.7,6.588,3.242,7.067,9.548,12.766,1,12.8,92,0.165,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025402,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,9,09:00,Clear,96,Severe,SEVERE,4.3,15.9,7.7,4,4.7,14.0,3.784,7.812,15.0,12.766,1,13.7,89,0.194,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025403,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,10,10:00,Clear,87,Severe,SEVERE,6.7,17.2,8.1,4.6,4.7,8.96,3.492,7.421,12.986,12.766,1,12.2,92,0.174,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025404,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,11,11:00,Clear,75,Heavy,HEAVY,9.9,19.0,8.6,6.8,4.7,6.054,3.166,6.957,8.774,12.766,1,11.6,75,0.155,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025405,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,12,12:00,Clear,60,Heavy,HEAVY,13.9,21.2,9.3,9.6,4.7,4.308,2.835,6.452,6.243,12.766,1,11.8,89,0.125,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025406,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,13,13:00,Clear,59,Moderate,HEAVY,14.2,21.3,9.3,9.8,4.7,4.226,2.816,6.421,6.125,12.766,1,11.4,98,0.148,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025407,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,14,14:00,Clear,60,Heavy,HEAVY,13.9,21.2,9.3,9.6,4.7,4.308,2.835,6.452,6.243,12.766,1,11.6,97,0.145,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025408,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,15,15:00,Clear,63,Heavy,HEAVY,13.1,20.7,9.2,9.1,4.7,4.571,2.896,6.547,6.625,12.766,1,11.1,97,0.116,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025409,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,16,16:00,Clear,69,Heavy,HEAVY,11.5,19.8,8.9,7.9,4.7,5.209,3.025,6.745,7.55,12.766,1,12.0,75,0.138,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025410,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,17,17:00,Rain,91,Severe,SEVERE,5.6,16.6,7.9,4,4.7,10.667,3.616,7.59,15.0,12.766,1,12.8,91,0.237,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025411,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,18,18:00,Clear,98,Severe,SEVERE,4,15.6,7.6,4,4.7,15.0,3.855,7.905,15.0,12.766,1,12.6,92,0.175,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025412,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,19,19:00,Clear,98,Severe,SEVERE,4,15.6,7.6,4,4.7,15.0,3.855,7.905,15.0,12.766,1,13.5,87,0.178,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025413,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,20,20:00,Rain,98,Severe,SEVERE,4,15.6,7.6,4,4.7,15.0,3.855,7.905,15.0,12.766,1,13.8,82,0.239,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025414,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,21,21:00,Clear,83,Severe,SEVERE,7.8,17.8,8.3,5.4,4.7,7.724,3.376,7.26,11.194,12.766,1,11.7,94,0.163,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025415,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,22,22:00,Clear,67,Heavy,HEAVY,12.1,20.1,9.0,8.3,4.7,4.978,2.981,6.678,7.214,12.766,1,11.4,86,0.143,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025416,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Tuesday,Weekday,23,23:00,Clear,56,Moderate,HEAVY,15.0,21.8,9.5,10.3,4.7,4.0,2.759,6.329,5.797,12.766,1,18.1,85,0.121,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025417,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,0,00:00,Clear,43,Moderate,MODERATE,18.5,23.7,10.1,12.8,4.7,3.246,2.535,5.961,4.705,12.766,1,17.0,95,0.091,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025418,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,1,01:00,Clear,24,Light,LOW,23.6,26.5,10.9,16.3,4.7,2.545,2.267,5.495,3.689,12.766,1,16.2,78,0.08,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025419,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,2,02:00,Clear,29,Light,LOW,22.2,25.7,10.7,15.3,4.7,2.699,2.332,5.61,3.911,12.766,1,18.1,88,0.093,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025420,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,3,03:00,Clear,27,Light,LOW,22.8,26.0,10.8,15.7,4.7,2.635,2.306,5.563,3.819,12.766,1,16.7,87,0.083,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025421,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,4,04:00,Clear,34,Light,MODERATE,20.9,25.0,10.5,14.4,4.7,2.872,2.401,5.731,4.162,12.766,1,17.7,87,0.07,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025422,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,5,05:00,Clear,40,Moderate,MODERATE,19.3,24.1,10.2,13.3,4.7,3.111,2.489,5.882,4.509,12.766,1,17.0,81,0.087,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025423,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,6,06:00,Clear,55,Moderate,HEAVY,15.3,21.9,9.5,10.5,4.7,3.93,2.74,6.299,5.695,12.766,1,11.6,86,0.135,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025424,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,7,07:00,Clear,56,Moderate,HEAVY,15.0,21.8,9.5,10.3,4.7,4.0,2.759,6.329,5.797,12.766,1,11.0,81,0.137,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025425,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,8,08:00,Clear,82,Severe,SEVERE,8.0,17.9,8.3,5.5,4.7,7.467,3.348,7.22,10.821,12.766,1,12.5,85,0.169,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025426,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,9,09:00,Clear,93,Severe,SEVERE,5.1,16.3,7.8,4,4.7,11.789,3.681,7.678,15.0,12.766,1,12.4,83,0.202,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025427,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,10,10:00,Clear,85,Severe,SEVERE,7.2,17.5,8.2,5.0,4.7,8.296,3.433,7.339,12.024,12.766,1,12.3,86,0.185,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025428,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,11,11:00,Clear,65,Heavy,HEAVY,12.6,20.4,9.1,8.7,4.7,4.766,2.938,6.612,6.907,12.766,1,11.3,89,0.156,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025429,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,12,12:00,Clear,57,Moderate,HEAVY,14.7,21.6,9.4,10.2,4.7,4.073,2.777,6.359,5.903,12.766,1,11.9,92,0.109,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025430,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,13,13:00,Clear,58,Moderate,HEAVY,14.5,21.5,9.4,10.0,4.7,4.148,2.797,6.39,6.012,12.766,1,11.7,86,0.113,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025431,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,14,14:00,Clear,57,Moderate,HEAVY,14.7,21.6,9.4,10.2,4.7,4.073,2.777,6.359,5.903,12.766,1,10.8,82,0.117,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025432,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,15,15:00,Clear,63,Heavy,HEAVY,13.1,20.7,9.2,9.1,4.7,4.571,2.896,6.547,6.625,12.766,1,11.6,83,0.155,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025433,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,16,16:00,Clear,72,Heavy,HEAVY,10.7,19.4,8.8,7.4,4.7,5.6,3.094,6.849,8.116,12.766,1,12.8,90,0.144,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025434,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,17,17:00,Rain,87,Severe,SEVERE,6.7,17.2,8.1,4.6,4.7,8.96,3.492,7.421,12.986,12.766,1,12.2,86,0.202,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025435,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,18,18:00,Clear,90,Severe,SEVERE,5.9,16.7,7.9,4.1,4.7,10.182,3.584,7.547,14.756,12.766,1,12.1,85,0.161,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025436,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,19,19:00,Clear,98,Severe,SEVERE,4,15.6,7.6,4,4.7,15.0,3.855,7.905,15.0,12.766,1,12.9,88,0.204,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025437,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,20,20:00,Clear,91,Severe,SEVERE,5.6,16.6,7.9,4,4.7,10.667,3.616,7.59,15.0,12.766,1,11.9,86,0.192,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025438,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,21,21:00,Clear,81,Severe,SEVERE,8.3,18.1,8.4,5.7,4.7,7.226,3.321,7.181,10.472,12.766,1,12.4,82,0.158,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025439,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,22,22:00,Clear,70,Heavy,HEAVY,11.2,19.7,8.8,7.8,4.7,5.333,3.048,6.78,7.729,12.766,1,12.0,87,0.163,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025440,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Wednesday,Weekday,23,23:00,Clear,62,Heavy,HEAVY,13.4,20.9,9.2,9.2,4.7,4.48,2.875,6.515,6.493,12.766,1,19.4,87,0.151,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025441,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,0,00:00,Clear,44,Moderate,MODERATE,18.2,23.5,10.0,12.6,4.7,3.294,2.551,5.988,4.774,12.766,1,17.3,82,0.108,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025442,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,1,01:00,Clear,21,Light,LOW,24.4,26.9,11.1,16.8,4.7,2.462,2.23,5.427,3.567,12.766,1,17.5,88,0.057,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025443,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,2,02:00,Clear,27,Light,LOW,22.8,26.0,10.8,15.7,4.7,2.635,2.306,5.563,3.819,12.766,1,17.6,91,0.078,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025444,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,3,03:00,Clear,26,Light,LOW,23.0,26.2,10.8,15.9,4.7,2.605,2.293,5.54,3.775,12.766,1,16.7,77,0.067,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025445,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,4,04:00,Clear,23,Light,LOW,23.8,26.6,11.0,16.4,4.7,2.517,2.255,5.472,3.648,12.766,1,17.7,87,0.076,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025446,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,5,05:00,Clear,26,Light,LOW,23.0,26.2,10.8,15.9,4.7,2.605,2.293,5.54,3.775,12.766,1,16.8,86,0.07,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025447,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,6,06:00,Clear,51,Moderate,MODERATE,16.3,22.5,9.7,11.3,4.7,3.672,2.668,6.182,5.322,12.766,1,10.7,86,0.109,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025448,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,7,07:00,Clear,65,Heavy,HEAVY,12.6,20.4,9.1,8.7,4.7,4.766,2.938,6.612,6.907,12.766,1,12.4,89,0.128,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025449,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,8,08:00,Clear,84,Severe,SEVERE,7.5,17.6,8.2,5.2,4.7,8.0,3.404,7.299,11.594,12.766,1,12.3,85,0.175,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025450,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,9,09:00,Clear,97,Severe,SEVERE,4.0,15.7,7.6,4,4.7,14.933,3.819,7.859,15.0,12.766,1,13.8,80,0.184,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025451,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,10,10:00,Clear,88,Severe,SEVERE,6.4,17.0,8.0,4.4,4.7,9.333,3.522,7.463,13.527,12.766,1,13.5,85,0.183,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0025452,R0152,Aftabnagar Main Road,Aftabnagar Main Road - Segment 1,Aftabnagar,secondary,1.4,23.76255,90.431663,2.519,Thursday,Weekday,11,11:00,Clear,76,Heavy,HEAVY,9.6,18.8,8.6,6.7,4.7,6.222,3.191,6.993,9.018,12.766,1,11.9,85,0.148,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
